Iterations,Accuracy
1868,0.666667
1869,0.52381
1870,0.634921
1871,0.650794
1872,0.507937
1873,0.507937
1874,0.507937
1875,0.507937
1876,0.507937
1877,0.650794
1878,0.507937
1879,0.52381
1880,0.650794
1881,0.52381
1882,0.507937
1883,0.507937
1884,0.507937
1885,0.507937
1886,0.634921
1887,0.507937
1888,0.507937
1889,0.507937
1890,0.52381
1891,0.619048
1892,0.507937
1893,0.571429
1894,0.507937
1895,0.507937
1896,0.52381
1897,0.507937
1898,0.507937
1899,0.507937
1900,0.507937
1901,0.507937
1902,0.634921
1903,0.666667
1904,0.666667
1905,0.507937
1906,0.619048
1907,0.666667
1908,0.666667
1909,0.507937
1910,0.507937
1911,0.507937
1912,0.634921
1913,0.507937
1914,0.507937
1915,0.650794
1916,0.52381
1917,0.52381
1918,0.619048
1919,0.52381
1920,0.634921
1921,0.507937
1922,0.507937
1923,0.619048
1924,0.507937
1925,0.507937
1926,0.507937
1927,0.507937
1928,0.507937
1929,0.507937
1930,0.603175
1931,0.634921
1932,0.507937
1933,0.507937
1934,0.507937
1935,0.507937
1936,0.507937
1937,0.52381
1938,0.507937
1939,0.507937
1940,0.634921
1941,0.507937
1942,0.650794
1943,0.507937
1944,0.666667
1945,0.666667
1946,0.507937
1947,0.507937
1948,0.507937
1949,0.507937
1950,0.619048
1951,0.507937
1952,0.507937
1953,0.507937
1954,0.507937
1955,0.507937
1956,0.666667
1957,0.507937
1958,0.603175
1959,0.507937
1960,0.507937
1961,0.507937
1962,0.507937
1963,0.507937
1964,0.507937
1965,0.507937
1966,0.507937
1967,0.507937
1968,0.507937
1969,0.603175
1970,0.507937
1971,0.650794
1972,0.507937
1973,0.619048
1974,0.507937
1975,0.507937
1976,0.507937
1977,0.507937
1978,0.507937
1979,0.507937
1980,0.507937
1981,0.52381
1982,0.650794
1983,0.507937
1984,0.507937
1985,0.507937
1986,0.507937
1987,0.52381
1988,0.507937
1989,0.507937
1990,0.507937
1991,0.619048
1992,0.52381
1993,0.619048
1994,0.634921
1995,0.507937
1996,0.507937
1997,0.507937
1998,0.650794
1999,0.507937
2000,0.507937
2001,0.492063
2002,0.507937
2003,0.650794
2004,0.507937
2005,0.619048
2006,0.507937
2007,0.52381
2008,0.507937
2009,0.650794
2010,0.52381
2011,0.507937
2012,0.507937
2013,0.650794
2014,0.507937
2015,0.507937
2016,0.619048
2017,0.52381
2018,0.507937
2019,0.507937
2020,0.634921
2021,0.619048
2022,0.507937
2023,0.650794
2024,0.619048
2025,0.507937
2026,0.507937
2027,0.507937
2028,0.666667
2029,0.507937
2030,0.507937
2031,0.507937
2032,0.650794
2033,0.507937
2034,0.507937
2035,0.507937
2036,0.507937
2037,0.634921
2038,0.507937
2039,0.650794
2040,0.507937
2041,0.52381
2042,0.507937
2043,0.634921
2044,0.507937
2045,0.507937
2046,0.52381
2047,0.603175
2048,0.52381
2049,0.507937
2050,0.507937
2051,0.619048
2052,0.507937
2053,0.507937
2054,0.507937
2055,0.619048
2056,0.619048
2057,0.507937
2058,0.507937
2059,0.507937
2060,0.507937
2061,0.507937
2062,0.507937
2063,0.507937
2064,0.507937
2065,0.507937
2066,0.507937
2067,0.619048
2068,0.650794
2069,0.507937
2070,0.507937
2071,0.587302
2072,0.507937
2073,0.507937
2074,0.507937
2075,0.507937
2076,0.650794
2077,0.507937
2078,0.507937
2079,0.507937
2080,0.650794
2081,0.507937
2082,0.619048
2083,0.619048
2084,0.507937
2085,0.507937
2086,0.507937
2087,0.507937
2088,0.507937
2089,0.650794
2090,0.507937
2091,0.507937
2092,0.603175
2093,0.666667
2094,0.650794
2095,0.507937
2096,0.507937
2097,0.571429
2098,0.507937
2099,0.507937
2100,0.650794
2101,0.507937
2102,0.507937
2103,0.507937
2104,0.619048
2105,0.507937
2106,0.507937
2107,0.507937
2108,0.507937
2109,0.507937
2110,0.507937
2111,0.507937
2112,0.507937
2113,0.650794
2114,0.619048
2115,0.507937
2116,0.52381
2117,0.507937
2118,0.507937
2119,0.603175
2120,0.507937
2121,0.507937
2122,0.507937
2123,0.507937
2124,0.507937
2125,0.619048
2126,0.507937
2127,0.666667
2128,0.507937
2129,0.507937
2130,0.68254
2131,0.634921
2132,0.619048
2133,0.52381
2134,0.507937
2135,0.507937
2136,0.507937
2137,0.507937
2138,0.507937
2139,0.507937
2140,0.507937
2141,0.507937
2142,0.507937
2143,0.507937
2144,0.507937
2145,0.507937
2146,0.507937
2147,0.507937
2148,0.619048
2149,0.507937
2150,0.507937
2151,0.507937
2152,0.603175
2153,0.507937
2154,0.507937
2155,0.507937
2156,0.603175
2157,0.507937
2158,0.507937
2159,0.507937
2160,0.619048
2161,0.666667
2162,0.619048
2163,0.507937
2164,0.650794
2165,0.492063
2166,0.666667
2167,0.507937
2168,0.507937
2169,0.507937
2170,0.507937
2171,0.507937
2172,0.666667
2173,0.507937
2174,0.650794
2175,0.507937
2176,0.507937
2177,0.507937
2178,0.507937
2179,0.634921
2180,0.650794
2181,0.650794
2182,0.507937
2183,0.507937
2184,0.507937
2185,0.507937
2186,0.634921
2187,0.507937
2188,0.507937
2189,0.507937
2190,0.507937
2191,0.650794
2192,0.571429
2193,0.507937
2194,0.650794
2195,0.507937
2196,0.634921
2197,0.507937
2198,0.507937
2199,0.619048
2200,0.507937
2201,0.507937
2202,0.507937
2203,0.619048
2204,0.507937
2205,0.619048
2206,0.507937
2207,0.650794
2208,0.507937
2209,0.619048
2210,0.507937
2211,0.587302
2212,0.507937
2213,0.507937
2214,0.507937
2215,0.507937
2216,0.603175
2217,0.666667
2218,0.507937
2219,0.571429
2220,0.619048
2221,0.650794
2222,0.650794
2223,0.603175
2224,0.507937
2225,0.507937
2226,0.619048
2227,0.619048
2228,0.507937
2229,0.507937
2230,0.507937
2231,0.507937
2232,0.507937
2233,0.507937
2234,0.507937
2235,0.507937
2236,0.507937
2237,0.507937
2238,0.507937
2239,0.507937
2240,0.507937
2241,0.507937
2242,0.650794
2243,0.507937
2244,0.507937
2245,0.507937
2246,0.507937
2247,0.634921
2248,0.603175
2249,0.507937
2250,0.634921
2251,0.619048
2252,0.634921
2253,0.634921
2254,0.507937
2255,0.507937
2256,0.507937
2257,0.634921
2258,0.634921
2259,0.507937
2260,0.603175
2261,0.507937
2262,0.634921
2263,0.619048
2264,0.507937
2265,0.507937
2266,0.634921
2267,0.507937
2268,0.507937
2269,0.507937
2270,0.507937
2271,0.603175
2272,0.507937
2273,0.666667
2274,0.507937
2275,0.507937
2276,0.507937
2277,0.507937
2278,0.507937
2279,0.666667
2280,0.507937
2281,0.507937
2282,0.507937
2283,0.507937
2284,0.507937
2285,0.507937
2286,0.507937
2287,0.507937
2288,0.507937
2289,0.603175
2290,0.507937
2291,0.603175
2292,0.507937
2293,0.634921
2294,0.507937
2295,0.507937
2296,0.507937
2297,0.507937
2298,0.507937
2299,0.492063
2300,0.507937
2301,0.507937
2302,0.507937
2303,0.507937
2304,0.619048
2305,0.507937
2306,0.619048
2307,0.507937
2308,0.507937
2309,0.650794
2310,0.492063
2311,0.492063
2312,0.507937
2313,0.634921
2314,0.507937
2315,0.587302
2316,0.507937
2317,0.507937
2318,0.619048
2319,0.507937
2320,0.507937
2321,0.507937
2322,0.507937
2323,0.507937
2324,0.603175
2325,0.634921
2326,0.507937
2327,0.507937
2328,0.507937
2329,0.507937
2330,0.634921
2331,0.507937
2332,0.507937
2333,0.507937
2334,0.507937
2335,0.507937
2336,0.507937
2337,0.507937
2338,0.507937
2339,0.507937
2340,0.507937
2341,0.507937
2342,0.507937
2343,0.507937
2344,0.666667
2345,0.507937
2346,0.507937
2347,0.507937
2348,0.619048
2349,0.507937
2350,0.507937
2351,0.507937
2352,0.507937
2353,0.507937
2354,0.507937
2355,0.507937
2356,0.507937
2357,0.507937
2358,0.603175
2359,0.507937
2360,0.666667
2361,0.507937
2362,0.507937
2363,0.507937
2364,0.507937
2365,0.507937
2366,0.634921
2367,0.507937
2368,0.507937
2369,0.634921
2370,0.507937
2371,0.507937
2372,0.603175
2373,0.507937
2374,0.507937
2375,0.650794
2376,0.507937
2377,0.507937
2378,0.507937
2379,0.603175
2380,0.634921
2381,0.555556
2382,0.492063
2383,0.507937
2384,0.507937
2385,0.507937
2386,0.634921
2387,0.634921
2388,0.634921
2389,0.634921
2390,0.507937
2391,0.619048
2392,0.507937
2393,0.507937
2394,0.634921
2395,0.650794
2396,0.634921
2397,0.507937
2398,0.507937
2399,0.507937
2400,0.507937
2401,0.507937
2402,0.507937
2403,0.603175
2404,0.634921
2405,0.603175
2406,0.507937
2407,0.507937
2408,0.507937
2409,0.507937
2410,0.634921
2411,0.666667
2412,0.507937
2413,0.507937
2414,0.507937
2415,0.603175
2416,0.507937
2417,0.619048
2418,0.507937
2419,0.619048
2420,0.619048
2421,0.507937
2422,0.507937
2423,0.507937
2424,0.634921
2425,0.507937
2426,0.507937
2427,0.507937
2428,0.507937
2429,0.650794
2430,0.507937
2431,0.507937
2432,0.634921
2433,0.507937
2434,0.634921
2435,0.507937
2436,0.507937
2437,0.603175
2438,0.666667
2439,0.507937
2440,0.507937
2441,0.507937
2442,0.603175
2443,0.634921
2444,0.666667
2445,0.492063
2446,0.587302
2447,0.507937
2448,0.507937
2449,0.603175
2450,0.507937
2451,0.507937
2452,0.603175
2453,0.507937
2454,0.634921
2455,0.634921
2456,0.507937
2457,0.507937
2458,0.492063
2459,0.634921
2460,0.634921
2461,0.507937
2462,0.507937
2463,0.507937
2464,0.507937
2465,0.634921
2466,0.507937
2467,0.507937
2468,0.507937
2469,0.507937
2470,0.634921
2471,0.507937
2472,0.507937
2473,0.507937
2474,0.507937
2475,0.603175
2476,0.634921
2477,0.507937
2478,0.507937
2479,0.507937
2480,0.507937
2481,0.507937
2482,0.507937
2483,0.507937
2484,0.507937
2485,0.507937
2486,0.507937
2487,0.507937
2488,0.587302
2489,0.507937
2490,0.603175
2491,0.507937
2492,0.507937
2493,0.507937
2494,0.507937
2495,0.634921
2496,0.507937
2497,0.507937
2498,0.507937
2499,0.507937
2500,0.507937
2501,0.634921
2502,0.634921
2503,0.634921
2504,0.587302
2505,0.603175
2506,0.507937
2507,0.507937
2508,0.507937
2509,0.507937
2510,0.507937
2511,0.507937
2512,0.507937
2513,0.507937
2514,0.634921
2515,0.507937
2516,0.507937
2517,0.666667
2518,0.507937
2519,0.587302
2520,0.634921
2521,0.634921
2522,0.507937
2523,0.507937
2524,0.634921
2525,0.634921
2526,0.634921
2527,0.507937
2528,0.507937
2529,0.507937
2530,0.507937
2531,0.507937
2532,0.507937
2533,0.507937
2534,0.507937
2535,0.634921
2536,0.634921
2537,0.634921
2538,0.507937
2539,0.507937
2540,0.603175
2541,0.634921
2542,0.507937
2543,0.507937
2544,0.634921
2545,0.507937
2546,0.634921
2547,0.492063
2548,0.507937
2549,0.507937
2550,0.587302
2551,0.507937
2552,0.603175
2553,0.507937
2554,0.507937
2555,0.587302
2556,0.507937
2557,0.603175
2558,0.507937
2559,0.587302
2560,0.650794
2561,0.587302
2562,0.603175
2563,0.507937
2564,0.634921
2565,0.507937
2566,0.507937
2567,0.507937
2568,0.507937
2569,0.507937
2570,0.619048
2571,0.603175
2572,0.634921
2573,0.507937
2574,0.507937
2575,0.507937
2576,0.634921
2577,0.507937
2578,0.650794
2579,0.507937
2580,0.507937
2581,0.507937
2582,0.507937
2583,0.507937
2584,0.619048
2585,0.507937
2586,0.507937
2587,0.507937
2588,0.507937
2589,0.507937
2590,0.507937
2591,0.634921
2592,0.507937
2593,0.507937
2594,0.507937
2595,0.507937
2596,0.507937
2597,0.507937
2598,0.507937
2599,0.587302
2600,0.507937
2601,0.507937
2602,0.507937
2603,0.507937
2604,0.619048
2605,0.507937
2606,0.507937
2607,0.492063
2608,0.507937
2609,0.492063
2610,0.507937
2611,0.507937
2612,0.507937
2613,0.507937
2614,0.507937
2615,0.587302
2616,0.507937
2617,0.507937
2618,0.507937
2619,0.634921
2620,0.507937
2621,0.507937
2622,0.634921
2623,0.587302
2624,0.507937
2625,0.619048
2626,0.507937
2627,0.507937
2628,0.587302
2629,0.634921
2630,0.507937
2631,0.507937
2632,0.507937
2633,0.507937
2634,0.507937
2635,0.507937
2636,0.507937
2637,0.507937
2638,0.507937
2639,0.619048
2640,0.507937
2641,0.507937
2642,0.587302
2643,0.507937
2644,0.507937
2645,0.619048
2646,0.619048
2647,0.507937
2648,0.507937
2649,0.507937
2650,0.507937
2651,0.587302
2652,0.507937
2653,0.507937
2654,0.507937
2655,0.507937
2656,0.507937
2657,0.507937
2658,0.507937
2659,0.507937
2660,0.507937
2661,0.507937
2662,0.619048
2663,0.507937
2664,0.507937
2665,0.507937
2666,0.507937
2667,0.507937
2668,0.507937
2669,0.507937
2670,0.492063
2671,0.507937
2672,0.507937
2673,0.507937
2674,0.507937
2675,0.507937
2676,0.507937
2677,0.587302
2678,0.507937
2679,0.507937
2680,0.507937
2681,0.507937
2682,0.619048
2683,0.507937
2684,0.507937
2685,0.507937
2686,0.507937
2687,0.587302
2688,0.507937
2689,0.507937
2690,0.507937
2691,0.507937
2692,0.507937
2693,0.587302
2694,0.492063
2695,0.507937
2696,0.507937
2697,0.507937
2698,0.507937
2699,0.507937
2700,0.507937
2701,0.619048
2702,0.507937
2703,0.507937
2704,0.507937
2705,0.507937
2706,0.507937
2707,0.507937
2708,0.507937
2709,0.507937
2710,0.507937
2711,0.507937
2712,0.507937
2713,0.587302
2714,0.603175
2715,0.507937
2716,0.507937
2717,0.587302
2718,0.492063
2719,0.507937
2720,0.507937
2721,0.507937
2722,0.603175
2723,0.492063
2724,0.507937
2725,0.619048
2726,0.507937
2727,0.507937
2728,0.587302
2729,0.507937
2730,0.507937
2731,0.507937
2732,0.507937
2733,0.507937
2734,0.603175
2735,0.603175
2736,0.634921
2737,0.507937
2738,0.603175
2739,0.507937
2740,0.492063
2741,0.507937
2742,0.507937
2743,0.603175
2744,0.507937
2745,0.603175
2746,0.507937
2747,0.507937
2748,0.507937
2749,0.507937
2750,0.507937
2751,0.603175
2752,0.619048
2753,0.587302
2754,0.507937
2755,0.619048
2756,0.507937
2757,0.603175
2758,0.587302
2759,0.507937
2760,0.587302
2761,0.507937
2762,0.507937
2763,0.587302
2764,0.507937
2765,0.507937
2766,0.492063
2767,0.634921
2768,0.507937
2769,0.507937
2770,0.507937
2771,0.507937
2772,0.603175
2773,0.587302
2774,0.507937
2775,0.619048
2776,0.603175
2777,0.619048
2778,0.507937
2779,0.507937
2780,0.507937
2781,0.492063
2782,0.507937
2783,0.587302
2784,0.507937
2785,0.507937
2786,0.507937
2787,0.492063
2788,0.507937
2789,0.507937
2790,0.507937
2791,0.619048
2792,0.571429
2793,0.507937
2794,0.507937
2795,0.507937
2796,0.603175
2797,0.507937
2798,0.492063
2799,0.507937
2800,0.587302
2801,0.507937
2802,0.507937
2803,0.603175
2804,0.507937
2805,0.507937
2806,0.507937
2807,0.571429
2808,0.507937
2809,0.507937
2810,0.634921
2811,0.507937
2812,0.507937
2813,0.492063
2814,0.507937
2815,0.507937
2816,0.507937
2817,0.603175
2818,0.507937
2819,0.507937
2820,0.603175
2821,0.603175
2822,0.492063
2823,0.507937
2824,0.603175
2825,0.507937
2826,0.650794
2827,0.619048
2828,0.507937
2829,0.619048
2830,0.507937
2831,0.507937
2832,0.507937
2833,0.507937
2834,0.603175
2835,0.507937
2836,0.587302
2837,0.507937
2838,0.507937
2839,0.507937
2840,0.507937
2841,0.507937
2842,0.507937
2843,0.507937
2844,0.507937
2845,0.507937
2846,0.507937
2847,0.507937
2848,0.603175
2849,0.507937
2850,0.492063
2851,0.507937
2852,0.507937
2853,0.507937
2854,0.507937
2855,0.507937
2856,0.507937
2857,0.507937
2858,0.619048
2859,0.507937
2860,0.507937
2861,0.587302
2862,0.619048
2863,0.507937
2864,0.507937
2865,0.507937
2866,0.507937
2867,0.619048
2868,0.507937
2869,0.571429
2870,0.587302
2871,0.507937
2872,0.587302
2873,0.587302
2874,0.571429
2875,0.492063
2876,0.507937
2877,0.507937
2878,0.507937
2879,0.507937
2880,0.507937
2881,0.507937
2882,0.507937
2883,0.507937
2884,0.587302
2885,0.603175
2886,0.507937
2887,0.507937
2888,0.603175
2889,0.507937
2890,0.492063
2891,0.507937
2892,0.587302
2893,0.507937
2894,0.507937
2895,0.603175
2896,0.507937
2897,0.507937
2898,0.507937
2899,0.507937
2900,0.603175
2901,0.603175
2902,0.507937
2903,0.507937
2904,0.603175
2905,0.507937
2906,0.587302
2907,0.507937
2908,0.507937
2909,0.507937
2910,0.587302
2911,0.507937
2912,0.507937
2913,0.492063
2914,0.492063
2915,0.507937
2916,0.619048
2917,0.507937
2918,0.587302
2919,0.507937
2920,0.507937
2921,0.507937
2922,0.507937
2923,0.507937
2924,0.603175
2925,0.507937
2926,0.507937
2927,0.507937
2928,0.507937
2929,0.603175
2930,0.507937
2931,0.507937
2932,0.507937
2933,0.507937
2934,0.507937
2935,0.507937
2936,0.603175
2937,0.507937
2938,0.507937
2939,0.492063
2940,0.507937
2941,0.507937
2942,0.603175
2943,0.507937
2944,0.507937
2945,0.507937
2946,0.507937
2947,0.507937
2948,0.603175
2949,0.603175
2950,0.603175
2951,0.507937
2952,0.507937
2953,0.507937
2954,0.587302
2955,0.571429
2956,0.619048
2957,0.619048
2958,0.507937
2959,0.603175
2960,0.507937
2961,0.492063
2962,0.603175
2963,0.507937
2964,0.507937
2965,0.507937
2966,0.507937
2967,0.507937
2968,0.603175
2969,0.571429
2970,0.587302
2971,0.603175
2972,0.587302
2973,0.507937
2974,0.507937
2975,0.507937
2976,0.492063
2977,0.507937
2978,0.507937
2979,0.587302
2980,0.507937
2981,0.507937
2982,0.619048
2983,0.507937
2984,0.507937
2985,0.507937
2986,0.571429
2987,0.507937
2988,0.603175
2989,0.507937
2990,0.507937
2991,0.507937
2992,0.507937
2993,0.507937
2994,0.492063
2995,0.507937
2996,0.507937
2997,0.507937
2998,0.619048
2999,0.507937
3000,0.507937
3001,0.507937
3002,0.619048
3003,0.507937
3004,0.587302
3005,0.507937
3006,0.507937
3007,0.507937
3008,0.507937
3009,0.587302
3010,0.507937
3011,0.603175
3012,0.507937
3013,0.587302
3014,0.603175
3015,0.507937
3016,0.603175
3017,0.571429
3018,0.507937
3019,0.492063
3020,0.507937
3021,0.603175
3022,0.587302
3023,0.603175
3024,0.587302
3025,0.507937
3026,0.507937
3027,0.603175
3028,0.507937
3029,0.507937
3030,0.619048
3031,0.603175
3032,0.507937
3033,0.507937
3034,0.507937
3035,0.507937
3036,0.507937
3037,0.603175
3038,0.507937
3039,0.587302
3040,0.507937
3041,0.507937
3042,0.507937
3043,0.603175
3044,0.507937
3045,0.507937
3046,0.507937
3047,0.507937
3048,0.492063
3049,0.492063
3050,0.507937
3051,0.603175
3052,0.507937
3053,0.507937
3054,0.507937
3055,0.507937
3056,0.603175
3057,0.507937
3058,0.603175
3059,0.603175
3060,0.507937
3061,0.507937
3062,0.603175
3063,0.587302
3064,0.603175
3065,0.507937
3066,0.587302
3067,0.507937
3068,0.507937
3069,0.507937
3070,0.507937
3071,0.603175
3072,0.507937
3073,0.507937
3074,0.492063
3075,0.603175
3076,0.507937
3077,0.507937
3078,0.603175
3079,0.507937
3080,0.507937
3081,0.619048
3082,0.507937
3083,0.603175
3084,0.492063
3085,0.507937
3086,0.507937
3087,0.587302
3088,0.507937
3089,0.603175
3090,0.507937
3091,0.587302
3092,0.603175
3093,0.507937
3094,0.603175
3095,0.507937
3096,0.603175
3097,0.507937
3098,0.507937
3099,0.603175
3100,0.507937
3101,0.603175
3102,0.507937
3103,0.507937
3104,0.507937
3105,0.507937
3106,0.507937
3107,0.507937
3108,0.619048
3109,0.507937
3110,0.507937
3111,0.507937
3112,0.492063
3113,0.507937
3114,0.492063
3115,0.507937
3116,0.587302
3117,0.507937
3118,0.507937
3119,0.507937
3120,0.507937
3121,0.507937
3122,0.603175
3123,0.507937
3124,0.507937
3125,0.507937
3126,0.507937
3127,0.619048
3128,0.507937
3129,0.507937
3130,0.587302
3131,0.507937
3132,0.507937
3133,0.507937
3134,0.507937
3135,0.507937
3136,0.587302
3137,0.603175
3138,0.507937
3139,0.587302
3140,0.634921
3141,0.507937
3142,0.571429
3143,0.603175
3144,0.619048
3145,0.492063
3146,0.507937
3147,0.507937
3148,0.492063
3149,0.603175
3150,0.507937
3151,0.507937
3152,0.507937
3153,0.507937
3154,0.507937
3155,0.507937
3156,0.507937
3157,0.507937
3158,0.603175
3159,0.603175
3160,0.507937
3161,0.492063
3162,0.507937
3163,0.507937
3164,0.507937
3165,0.507937
3166,0.587302
3167,0.619048
3168,0.507937
3169,0.507937
3170,0.587302
3171,0.492063
3172,0.507937
3173,0.507937
3174,0.507937
3175,0.507937
3176,0.507937
3177,0.507937
3178,0.603175
3179,0.507937
3180,0.507937
3181,0.492063
3182,0.492063
3183,0.507937
3184,0.587302
3185,0.507937
3186,0.587302
3187,0.492063
3188,0.507937
3189,0.492063
3190,0.587302
3191,0.492063
3192,0.507937
3193,0.507937
3194,0.507937
3195,0.507937
3196,0.507937
3197,0.507937
3198,0.571429
3199,0.603175
3200,0.587302
3201,0.507937
3202,0.507937
3203,0.507937
3204,0.507937
3205,0.492063
3206,0.507937
3207,0.507937
3208,0.507937
3209,0.507937
3210,0.507937
3211,0.492063
3212,0.507937
3213,0.492063
3214,0.507937
3215,0.507937
3216,0.507937
3217,0.492063
3218,0.507937
3219,0.507937
3220,0.603175
3221,0.507937
3222,0.603175
3223,0.507937
3224,0.587302
3225,0.507937
3226,0.507937
3227,0.587302
3228,0.492063
3229,0.507937
3230,0.507937
3231,0.603175
3232,0.603175
3233,0.507937
3234,0.507937
3235,0.507937
3236,0.507937
3237,0.507937
3238,0.507937
3239,0.507937
3240,0.507937
3241,0.587302
3242,0.603175
3243,0.507937
3244,0.507937
3245,0.603175
3246,0.507937
3247,0.507937
3248,0.507937
3249,0.507937
3250,0.587302
3251,0.619048
3252,0.603175
3253,0.571429
3254,0.587302
3255,0.571429
3256,0.492063
3257,0.492063
3258,0.603175
3259,0.507937
3260,0.507937
3261,0.507937
3262,0.603175
3263,0.571429
3264,0.603175
3265,0.507937
3266,0.507937
3267,0.507937
3268,0.492063
3269,0.571429
3270,0.507937
3271,0.492063
3272,0.603175
3273,0.507937
3274,0.507937
3275,0.507937
3276,0.507937
3277,0.492063
3278,0.507937
3279,0.571429
3280,0.507937
3281,0.507937
3282,0.507937
3283,0.587302
3284,0.507937
3285,0.507937
3286,0.507937
3287,0.507937
3288,0.603175
3289,0.507937
3290,0.603175
3291,0.492063
3292,0.619048
3293,0.507937
3294,0.603175
3295,0.571429
3296,0.507937
3297,0.507937
3298,0.603175
3299,0.507937
3300,0.587302
3301,0.571429
3302,0.603175
3303,0.603175
3304,0.507937
3305,0.507937
3306,0.492063
3307,0.603175
3308,0.492063
3309,0.507937
3310,0.571429
3311,0.507937
3312,0.507937
3313,0.507937
3314,0.507937
3315,0.507937
3316,0.603175
3317,0.507937
3318,0.587302
3319,0.571429
3320,0.571429
3321,0.587302
3322,0.507937
3323,0.507937
3324,0.587302
3325,0.587302
3326,0.492063
3327,0.507937
3328,0.603175
3329,0.507937
3330,0.507937
3331,0.507937
3332,0.587302
3333,0.492063
3334,0.507937
3335,0.492063
3336,0.507937
3337,0.507937
3338,0.507937
3339,0.507937
3340,0.507937
3341,0.603175
3342,0.571429
3343,0.587302
3344,0.507937
3345,0.507937
3346,0.587302
3347,0.507937
3348,0.507937
3349,0.571429
3350,0.507937
3351,0.507937
3352,0.507937
3353,0.603175
3354,0.492063
3355,0.492063
3356,0.507937
3357,0.507937
3358,0.492063
3359,0.507937
3360,0.507937
3361,0.507937
3362,0.587302
3363,0.507937
3364,0.603175
3365,0.492063
3366,0.507937
3367,0.507937
3368,0.507937
3369,0.507937
3370,0.587302
3371,0.587302
3372,0.603175
3373,0.507937
3374,0.571429
3375,0.507937
3376,0.603175
3377,0.507937
3378,0.507937
3379,0.507937
3380,0.507937
3381,0.492063
3382,0.507937
3383,0.587302
3384,0.587302
3385,0.571429
3386,0.507937
3387,0.507937
3388,0.492063
3389,0.507937
3390,0.507937
3391,0.603175
3392,0.507937
3393,0.587302
3394,0.507937
3395,0.507937
3396,0.507937
3397,0.507937
3398,0.492063
3399,0.507937
3400,0.571429
3401,0.507937
3402,0.507937
3403,0.507937
3404,0.507937
3405,0.507937
3406,0.492063
3407,0.507937
3408,0.507937
3409,0.507937
3410,0.507937
3411,0.571429
3412,0.507937
3413,0.507937
3414,0.492063
3415,0.507937
3416,0.603175
3417,0.587302
3418,0.507937
3419,0.507937
3420,0.507937
3421,0.603175
3422,0.507937
3423,0.587302
3424,0.507937
3425,0.507937
3426,0.507937
3427,0.507937
3428,0.507937
3429,0.603175
3430,0.507937
3431,0.603175
3432,0.492063
3433,0.507937
3434,0.507937
3435,0.507937
3436,0.603175
3437,0.507937
3438,0.571429
3439,0.507937
3440,0.507937
3441,0.507937
3442,0.492063
3443,0.492063
3444,0.492063
3445,0.587302
3446,0.492063
3447,0.492063
3448,0.507937
3449,0.492063
3450,0.507937
3451,0.619048
3452,0.507937
3453,0.507937
3454,0.492063
3455,0.492063
3456,0.507937
3457,0.507937
3458,0.507937
3459,0.507937
3460,0.507937
3461,0.571429
3462,0.587302
3463,0.603175
3464,0.507937
3465,0.603175
3466,0.571429
3467,0.492063
3468,0.507937
3469,0.507937
3470,0.507937
3471,0.492063
3472,0.587302
3473,0.492063
3474,0.587302
3475,0.507937
3476,0.507937
3477,0.507937
3478,0.587302
3479,0.507937
3480,0.587302
3481,0.507937
3482,0.507937
3483,0.507937
3484,0.571429
3485,0.507937
3486,0.507937
3487,0.492063
3488,0.492063
3489,0.507937
3490,0.492063
3491,0.507937
3492,0.507937
3493,0.507937
3494,0.507937
3495,0.492063
3496,0.507937
3497,0.507937
3498,0.571429
3499,0.492063
3500,0.587302
3501,0.507937
3502,0.492063
3503,0.507937
3504,0.507937
3505,0.507937
3506,0.507937
3507,0.587302
3508,0.507937
3509,0.571429
3510,0.492063
3511,0.587302
3512,0.492063
3513,0.571429
3514,0.507937
3515,0.587302
3516,0.603175
3517,0.492063
3518,0.603175
3519,0.507937
3520,0.571429
3521,0.507937
3522,0.507937
3523,0.587302
3524,0.571429
3525,0.507937
3526,0.507937
3527,0.507937
3528,0.507937
3529,0.492063
3530,0.507937
3531,0.571429
3532,0.507937
3533,0.507937
3534,0.507937
3535,0.587302
3536,0.571429
3537,0.603175
3538,0.492063
3539,0.587302
3540,0.492063
3541,0.507937
3542,0.587302
3543,0.507937
3544,0.507937
3545,0.492063
3546,0.507937
3547,0.507937
3548,0.587302
3549,0.571429
3550,0.507937
3551,0.492063
3552,0.507937
3553,0.492063
3554,0.507937
3555,0.507937
3556,0.507937
3557,0.571429
3558,0.571429
3559,0.507937
3560,0.507937
3561,0.587302
3562,0.571429
3563,0.507937
3564,0.587302
3565,0.492063
3566,0.571429
3567,0.587302
3568,0.492063
3569,0.507937
3570,0.507937
3571,0.571429
3572,0.571429
3573,0.507937
3574,0.492063
3575,0.571429
3576,0.507937
3577,0.507937
3578,0.507937
3579,0.507937
3580,0.492063
3581,0.507937
3582,0.492063
3583,0.507937
3584,0.507937
3585,0.603175
3586,0.587302
3587,0.492063
3588,0.507937
3589,0.507937
3590,0.507937
3591,0.507937
3592,0.507937
3593,0.587302
3594,0.571429
3595,0.507937
3596,0.507937
3597,0.492063
3598,0.507937
3599,0.571429
3600,0.507937
3601,0.571429
3602,0.492063
3603,0.507937
3604,0.507937
3605,0.507937
3606,0.507937
3607,0.507937
3608,0.507937
3609,0.571429
3610,0.507937
3611,0.603175
3612,0.603175
3613,0.492063
3614,0.492063
3615,0.507937
